TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000676,AC00286,67.08,2023-05-15 13:39:00,Debit,Los Angeles,D000584,167.67.137.223,M001,ATM,35,Unemployed,65,1,991.77,2024-11-04 08:06:30
TX000677,AC00232,69.64,2023-03-20 11:04:00,Transfer,Los Angeles,D000264,182.84.41.229,M048,Online,44,Engineer,240,2,5808.17,2024-11-04 08:10:16
TX000678,AC00182,228.94,2023-06-08 19:03:00,Transfer,Chicago,D000226,112.196.12.19,M053,ATM,32,Doctor,66,1,6854.82,2024-11-04 08:11:26
TX000679,AC00136,88.47,2023-02-17 08:56:00,Debit,Miami,D000269,56.116.189.0,M034,Online,33,Unemployed,94,1,753.4,2024-11-04 08:08:38
TX000680,AC00101,94.63,2023-11-21 12:21:00,Payment,Los Angeles,D000476,35.246.53.10,M033,Online,55,Retired,292,1,2642.6,2024-11-04 08:10:39
TX000681,AC00328,617.22,2023-01-16 02:13:00,Payment,Dallas,D000516,219.98.242.240,M033,ATM,58,Retired,201,1,6631.36,2024-11-04 08:08:24
TX000682,AC00356,321.49,2023-08-02 08:03:00,Debit,Los Angeles,D000100,9.230.41.239,M046,Online,37,Engineer,296,1,18781.26,2024-11-04 08:09:05
TX000683,AC00312,752.32,2023-01-17 21:07:00,Debit,Dallas,D000494,23.92.205.75,M029,Online,27,Engineer,49,1,14503.82,2024-11-04 08:08:57
TX000684,AC00242,119.08,2023-02-27 14:02:00,Credit,New York,D000024,134.222.122.238,M087,ATM,26,Student,85,1,442.33,2024-11-04 08:06:39
TX000685,AC00123,14.57,2023-10-16 18:45:00,Payment,Las Vegas,D000463,194.88.79.54,M032,Branch,36,Freelancer,180,1,8343.8,2024-11-04 08:06:50
TX000686,AC00071,661.61,2023-08-28 13:28:00,Payment,Dallas,D000597,90.111.245.138,M058,Online,38,Doctor,22,1,27844.89,2024-11-04 08:08:55
TX000687,AC00370,125.7,2024-01-01 18:25:00,Debit,New York,D000320,120.170.93.69,M048,Online,25,Student,168,3,2104.72,2024-11-04 08:06:41
TX000688,AC00330,589.98,2023-06-01 13:49:00,Debit,Seattle,D000068,61.95.76.233,M042,Branch,43,Engineer,102,1,9586.3,2024-11-04 08:09:11
TX000689,AC00218,610.8,2023-06-19 00:54:00,Credit,Houston,D000681,121.67.144.20,M030,Online,60,Retired,259,5,6769.67,2024-11-04 08:08:06
TX000690,AC00437,613.29,2023-03-27 20:29:00,Credit,Seattle,D000048,113.115.81.178,M060,ATM,33,Engineer,45,1,6222.98,2024-11-04 08:08:22
TX000691,AC00287,463.94,2023-10-09 07:11:00,Debit,Las Vegas,D000221,63.191.171.41,M097,Online,35,Engineer,155,1,9412.79,2024-11-04 08:12:09
TX000692,AC00418,566.92,2023-10-16 12:14:00,Payment,Los Angeles,D000232,42.219.228.159,M003,Online,26,Doctor,211,1,10954.01,2024-11-04 08:06:38
TX000693,AC00465,1054.48,2023-08-07 12:51:00,Transfer,Los Angeles,D000532,160.212.125.105,M074,ATM,49,Doctor,207,1,14777.59,2024-11-04 08:09:59
TX000694,AC00011,577.0,2023-03-15 04:51:00,Transfer,Los Angeles,D000618,16.51.235.240,M032,ATM,28,Engineer,94,1,5869.82,2024-11-04 08:07:12
TX000695,AC00432,179.82,2023-11-27 05:57:00,Payment,New York,D000234,11.167.243.171,M052,Online,35,Engineer,195,1,9102.59,2024-11-04 08:08:37
TX000696,AC00240,54.44,2023-08-25 17:40:00,Transfer,New York,D000208,72.192.101.196,M055,Online,20,Student,105,1,1723.94,2024-11-04 08:07:02
TX000697,AC00497,327.15,2023-06-26 10:01:00,Credit,New York,D000187,77.7.223.184,M085,ATM,27,Engineer,238,1,22334.54,2024-11-04 08:11:05
TX000698,AC00026,37.87,2023-04-10 11:00:00,Transfer,Chicago,D000141,87.234.36.48,M027,ATM,25,Student,123,1,2699.6,2024-11-04 08:09:58
TX000699,AC00277,477.6,2023-09-12 14:46:00,Debit,San Francisco,D000695,41.110.46.150,M091,Online,34,Engineer,88,1,13194.27,2024-11-04 08:08:00
TX000700,AC00116,743.62,2023-11-27 11:54:00,Transfer,New York,D000117,197.52.3.107,M042,ATM,41,Doctor,84,1,9413.95,2024-11-04 08:09:09
TX000701,AC00367,1133.69,2023-03-06 17:46:00,Debit,New York,D000232,86.220.59.252,M003,ATM,51,Doctor,94,1,20299.67,2024-11-04 08:12:08
TX000702,AC00030,503.25,2023-09-14 20:27:00,Transfer,Las Vegas,D000653,19.228.76.177,M070,ATM,35,Engineer,136,1,8909.92,2024-11-04 08:07:01
TX000703,AC00111,516.06,2023-05-04 05:39:00,Debit,Los Angeles,D000108,60.43.160.195,M050,ATM,40,Engineer,240,1,15397.68,2024-11-04 08:08:08
TX000704,AC00220,378.5,2023-09-11 15:34:00,Debit,New York,D000081,163.129.70.210,M093,Online,24,Engineer,199,1,7349.78,2024-11-04 08:11:56
TX000705,AC00295,306.77,2023-07-24 10:33:00,Debit,New York,D000554,141.241.241.128,M005,ATM,43,Engineer,167,1,9971.88,2024-11-04 08:06:35
TX000706,AC00137,11.5,2023-12-12 14:03:00,Debit,Dallas,D000577,57.141.198.111,M038,ATM,18,Unemployed,127,3,208.95,2024-11-04 08:07:10
TX000707,AC00004,1367.33,2023-05-10 12:17:00,Transfer,San Francisco,D000663,166.79.195.157,M025,Online,43,Engineer,28,4,2729.14,2024-11-04 08:10:37
TX000708,AC00442,232.48,2023-12-11 10:11:00,Transfer,Chicago,D000547,144.91.150.133,M011,Online,70,Retired,146,1,11506.46,2024-11-04 08:06:24
TX000709,AC00201,692.04,2023-01-30 06:49:00,Credit,Las Vegas,D000288,57.232.212.116,M017,Online,33,Engineer,173,2,18370.35,2024-11-04 08:10:49
TX000710,AC00462,183.13,2023-08-07 14:20:00,Debit,Houston,D000501,38.164.132.63,M039,ATM,18,Student,131,1,1282.98,2024-11-04 08:06:26
TX000711,AC00390,196.33,2023-07-25 07:09:00,Debit,Las Vegas,D000663,211.45.75.44,M075,Online,56,Retired,113,1,8635.44,2024-11-04 08:08:36
TX000712,AC00297,196.07,2023-08-21 08:20:00,Debit,Las Vegas,D000116,142.184.68.230,M014,ATM,23,Student,72,1,1257.52,2024-11-04 08:08:40
TX000713,AC00173,321.05,2023-01-30 23:39:00,Debit,Miami,D000604,93.169.212.219,M032,Branch,49,Doctor,32,1,11840.3,2024-11-04 08:06:58
TX000714,AC00382,1055.26,2023-09-04 10:24:00,Payment,Los Angeles,D000430,38.210.156.148,M047,ATM,26,Doctor,91,1,23611.26,2024-11-04 08:08:11
TX000715,AC00175,543.94,2023-10-20 14:49:00,Debit,New York,D000165,30.229.179.194,M014,Branch,36,Engineer,147,1,10991.35,2024-11-04 08:09:48
TX000716,AC00035,230.56,2023-06-15 09:16:00,Debit,Houston,D000118,149.84.108.18,M075,Branch,25,Freelancer,95,1,7497.32,2024-11-04 08:08:28
TX000717,AC00219,125.43,2023-01-23 19:50:00,Debit,Dallas,D000307,160.65.101.37,M059,Online,68,Retired,10,1,8642.29,2024-11-04 08:08:57
TX000718,AC00416,71.97,2023-10-31 09:05:00,Debit,Miami,D000384,93.52.44.101,M016,ATM,42,Unemployed,185,1,551.52,2024-11-04 08:08:37
TX000719,AC00467,350.04,2023-06-16 11:13:00,Credit,San Francisco,D000003,53.131.194.183,M026,Online,37,Engineer,88,1,7906.18,2024-11-04 08:10:14
TX000720,AC00465,174.34,2023-03-20 15:36:00,Transfer,Seattle,D000041,93.146.251.20,M006,Branch,19,Student,34,1,1265.52,2024-11-04 08:08:06
TX000721,AC00102,240.97,2023-02-06 19:39:00,Debit,New York,D000274,135.73.131.111,M044,Online,41,Freelancer,210,2,3292.85,2024-11-04 08:10:20
TX000722,AC00119,284.63,2023-07-26 18:39:00,Debit,Las Vegas,D000618,197.23.128.119,M024,Branch,36,Engineer,89,1,15247.45,2024-11-04 08:10:16
TX000723,AC00418,380.76,2023-08-21 09:17:00,Debit,Las Vegas,D000597,54.252.249.33,M009,ATM,40,Engineer,157,2,6761.39,2024-11-04 08:07:11
TX000724,AC00237,256.38,2023-05-01 18:29:00,Debit,Seattle,D000413,105.136.156.29,M067,ATM,23,Student,15,1,3468.92,2024-11-04 08:07:19
TX000725,AC00279,71.24,2023-09-01 16:08:00,Debit,Seattle,D000241,196.121.240.10,M052,Online,21,Student,143,3,2006.8,2024-11-04 08:08:27
TX000726,AC00067,237.72,2023-03-06 23:13:00,Payment,Las Vegas,D000251,3.200.166.167,M004,Online,71,Retired,139,1,2520.75,2024-11-04 08:11:14
TX000727,AC00043,507.85,2023-11-14 21:45:00,Transfer,Los Angeles,D000443,99.205.173.118,M093,ATM,32,Engineer,90,1,7065.33,2024-11-04 08:08:16
TX000728,AC00012,3.21,2023-07-26 13:51:00,Credit,San Francisco,D000159,42.61.10.112,M040,Online,75,Retired,50,2,8078.54,2024-11-04 08:07:04
TX000729,AC00244,144.13,2023-04-10 17:45:00,Credit,New York,D000009,24.148.92.177,M060,Branch,29,Engineer,61,1,10104.76,2024-11-04 08:08:37
TX000730,AC00395,50.82,2023-05-30 14:16:00,Credit,Phoenix,D000661,32.71.250.58,M097,Online,38,Engineer,58,1,6012.41,2024-11-04 08:07:09
TX000731,AC00253,228.94,2023-02-20 14:33:00,Credit,Dallas,D000096,217.233.219.196,M007,ATM,23,Engineer,205,1,8732.76,2024-11-04 08:10:51
TX000732,AC00394,236.28,2023-05-15 07:45:00,Transfer,Chicago,D000272,49.174.157.140,M015,Online,62,Retired,56,1,631.45,2024-11-04 08:08:34
TX000733,AC00457,270.68,2023-09-05 00:58:00,Transfer,Miami,D000674,77.208.193.198,M015,ATM,19,Student,140,3,2575.74,2024-11-04 08:11:23
TX000734,AC00046,388.43,2023-01-03 04:21:00,Debit,Chicago,D000058,219.31.152.129,M060,ATM,44,Doctor,179,1,13521.92,2024-11-04 08:06:58
TX000735,AC00011,911.04,2023-05-19 22:52:00,Credit,Chicago,D000088,4.101.189.38,M046,Online,31,Doctor,35,1,22302.76,2024-11-04 08:11:13
TX000736,AC00045,729.63,2023-02-21 07:31:00,Credit,Los Angeles,D000172,66.255.7.16,M072,Online,32,Freelancer,103,2,154.07,2024-11-04 08:06:53
TX000737,AC00181,16.5,2023-12-04 04:11:00,Payment,Phoenix,D000083,45.241.13.208,M092,Online,43,Doctor,12,1,10602.52,2024-11-04 08:07:51
TX000738,AC00149,519.44,2023-01-23 10:54:00,Transfer,Seattle,D000688,56.89.80.133,M064,ATM,62,Retired,11,1,9949.83,2024-11-04 08:07:50
TX000739,AC00288,694.05,2023-02-06 14:56:00,Credit,Seattle,D000695,146.69.70.214,M061,ATM,36,Doctor,98,1,27810.1,2024-11-04 08:07:38
TX000740,AC00014,193.88,2024-01-01 21:15:00,Debit,New York,D000077,43.98.242.106,M062,ATM,60,Doctor,60,1,14000.78,2024-11-04 08:06:58
TX000741,AC00153,493.15,2023-01-27 16:21:00,Transfer,Dallas,D000670,187.223.139.194,M097,Online,69,Doctor,164,1,18720.55,2024-11-04 08:11:46
TX000742,AC00164,482.14,2023-02-21 09:37:00,Debit,Phoenix,D000284,40.244.94.218,M065,Online,40,Engineer,43,1,11009.21,2024-11-04 08:08:15
TX000743,AC00159,38.92,2023-07-06 21:49:00,Debit,Los Angeles,D000432,44.67.137.125,M068,Online,18,Student,151,1,2079.49,2024-11-04 08:09:03
TX000744,AC00360,776.14,2023-07-31 03:38:00,Debit,New York,D000469,196.244.194.198,M078,Online,40,Doctor,150,3,8496.8,2024-11-04 08:09:20
TX000745,AC00326,348.22,2023-06-09 22:01:00,Transfer,Los Angeles,D000221,134.222.122.238,M098,Online,41,Engineer,128,1,11460.63,2024-11-04 08:11:22
TX000746,AC00110,340.22,2023-01-11 05:44:00,Debit,Dallas,D000444,7.28.148.225,M088,Branch,18,Freelancer,81,1,5522.67,2024-11-04 08:08:49
TX000747,AC00110,391.61,2023-11-03 17:54:00,Debit,Miami,D000337,6.204.110.7,M012,Branch,43,Doctor,76,1,17871.36,2024-11-04 08:07:22
TX000748,AC00257,179.82,2023-02-16 04:07:00,Payment,Phoenix,D000645,155.140.33.42,M100,Online,19,Doctor,99,1,8793.7,2024-11-04 08:08:55
TX000749,AC00145,95.95,2023-03-16 21:43:00,Debit,Los Angeles,D000172,216.32.4.105,M025,ATM,34,Freelancer,45,1,12920.22,2024-11-04 08:10:08
TX000750,AC00455,28.86,2023-01-16 07:00:00,Credit,Las Vegas,D000330,48.19.99.211,M082,Branch,21,Student,150,1,2205.56,2024-11-04 08:09:14
TX000751,AC00282,8912.01,2023-02-09 04:40:00,Credit,New York,D000266,166.79.195.157,M033,Online,29,Engineer,75,1,5376.83,2024-11-04 08:07:36
TX000752,AC00045,506.43,2023-06-16 20:39:00,Debit,Chicago,D000454,38.210.156.148,M068,Online,32,Freelancer,29,4,7024.17,2024-11-04 08:09:32
TX000753,AC00390,38.4,2023-06-19 06:40:00,Transfer,Miami,D000647,139.23.212.102,M048,Online,27,Student,145,1,319.91,2024-11-04 08:06:46
TX000754,AC00032,24.72,2023-07-24 18:04:00,Debit,New York,D000676,166.79.195.157,M087,Online,46,Engineer,87,1,10778.35,2024-11-04 08:11:32
TX000755,AC00153,194.6,2023-06-08 17:44:00,Credit,San Francisco,D000493,200.136.146.93,M039,Branch,32,Engineer,248,1,14903.34,2024-11-04 08:09:31
TX000756,AC00460,140.0,2023-09-07 14:45:00,Credit,Los Angeles,D000070,94.37.250.128,M031,ATM,79,Retired,156,1,11709.17,2024-11-04 08:07:33
TX000757,AC00154,79.88,2023-11-30 11:35:00,Transfer,Las Vegas,D000444,49.31.186.82,M057,Online,23,Student,98,1,1052.13,2024-11-04 08:07:50
TX000758,AC00190,938.45,2023-07-13 20:16:00,Transfer,Chicago,D000163,166.41.54.117,M060,Online,26,Doctor,143,3,17648.84,2024-11-04 08:09:05
TX000759,AC00156,236.7,2023-10-26 19:40:00,Debit,Miami,D000274,189.168.172.41,M013,ATM,33,Freelancer,15,1,10200.31,2024-11-04 08:07:18
TX000760,AC00005,206.67,2023-06-26 12:29:00,Debit,New York,D000630,49.31.186.82,M066,Branch,74,Retired,130,1,5881.88,2024-11-04 08:09:17
TX000761,AC00126,9003.08,2023-08-07 09:51:00,Transfer,New York,D000172,211.97.88.141,M052,ATM,32,Engineer,150,2,15737.18,2024-11-04 08:12:18
TX000762,AC00201,459.34,2023-05-24 09:14:00,Credit,Dallas,D000497,199.103.32.145,M004,ATM,30,Engineer,172,1,9512.37,2024-11-04 08:11:42
TX000763,AC00165,685.45,2023-03-03 08:19:00,Transfer,Los Angeles,D000622,47.82.77.181,M084,Online,39,Engineer,158,1,11055.8,2024-11-04 08:07:28
TX000764,AC00420,74.66,2023-12-25 13:35:00,Transfer,San Francisco,D000046,104.155.121.252,M073,Branch,18,Student,50,1,1002.94,2024-11-04 08:08:36
TX000765,AC00329,1035.37,2023-09-04 19:01:00,Transfer,Seattle,D000573,34.86.220.205,M100,ATM,32,Engineer,92,1,10760.9,2024-11-04 08:08:53
TX000766,AC00037,558.61,2023-12-22 17:59:00,Credit,Los Angeles,D000477,189.198.67.252,M070,Online,46,Doctor,76,1,10307.74,2024-11-04 08:06:48
TX000767,AC00293,56.21,2023-03-13 18:58:00,Debit,Los Angeles,D000590,80.155.14.197,M043,ATM,63,Retired,52,1,10501.35,2024-11-04 08:07:24
TX000768,AC00481,7.17,2023-11-23 12:44:00,Transfer,Las Vegas,D000517,90.111.245.138,M054,Online,46,Freelancer,54,4,7720.18,2024-11-04 08:09:18
TX000769,AC00233,211.86,2023-07-07 10:03:00,Credit,Seattle,D000308,207.157.126.125,M052,Online,24,Engineer,161,1,5041.52,2024-11-04 08:12:05
TX000770,AC00235,317.33,2023-08-17 17:49:00,Debit,Dallas,D000461,175.230.206.232,M026,Online,73,Retired,150,1,7243.82,2024-11-04 08:11:33
TX000771,AC00324,390.21,2023-02-09 18:23:00,Payment,Houston,D000122,188.225.207.71,M013,Online,38,Engineer,16,1,9299.21,2024-11-04 08:10:03
TX000772,AC00029,297.61,2023-11-29 16:47:00,Payment,San Francisco,D000524,80.155.14.197,M033,Online,67,Retired,75,1,13928.46,2024-11-04 08:09:44
TX000773,AC00093,338.27,2023-01-17 03:54:00,Credit,New York,D000645,215.97.143.157,M018,Online,33,Engineer,265,1,15981.14,2024-11-04 08:08:14
TX000774,AC00141,404.17,2023-05-22 14:58:00,Debit,Seattle,D000487,10.223.224.50,M056,Online,42,Doctor,95,3,16757.18,2024-11-04 08:10:47
TX000775,AC00061,261.47,2023-06-14 10:41:00,Debit,Seattle,D000700,28.149.72.129,M050,Online,65,Retired,102,1,9912.05,2024-11-04 08:06:49
TX000776,AC00092,166.38,2023-09-08 08:01:00,Transfer,New York,D000127,161.177.41.214,M074,Online,44,Engineer,64,1,16060.57,2024-11-04 08:11:52
TX000777,AC00354,326.88,2023-08-10 16:45:00,Payment,Los Angeles,D000566,86.220.59.252,M091,Online,37,Engineer,105,2,14059.46,2024-11-04 08:10:30
TX000778,AC00358,167.33,2023-11-10 09:01:00,Debit,New York,D000112,112.196.12.19,M065,ATM,21,Student,174,1,1547.27,2024-11-04 08:09:41
TX000779,AC00078,141.95,2023-06-20 20:49:00,Debit,Los Angeles,D000358,213.207.62.176,M042,Online,27,Student,14,5,1417.2,2024-11-04 08:12:12
TX000780,AC00013,12.63,2023-12-11 10:00:00,Payment,San Francisco,D000227,20.147.6.179,M001,Online,21,Student,104,1,213.86,2024-11-04 08:07:04
TX000781,AC00030,84.65,2023-09-26 14:12:00,Debit,Chicago,D000587,214.67.148.245,M006,Branch,18,Student,193,1,1534.35,2024-11-04 08:09:29
TX000782,AC00074,616.76,2023-04-25 18:05:00,Credit,New York,D000195,112.56.160.202,M036,ATM,46,Doctor,146,1,21727.37,2024-11-04 08:12:22
TX000783,AC00399,684.32,2023-05-01 11:21:00,Payment,Chicago,D000086,165.35.58.173,M006,Branch,37,Engineer,51,1,1306.08,2024-11-04 08:11:56
TX000784,AC00323,582.18,2023-06-05 18:16:00,Debit,Seattle,D000581,106.244.1.47,M085,Online,43,Engineer,132,1,8092.44,2024-11-04 08:06:37
TX000785,AC00107,605.72,2023-01-24 16:58:00,Transfer,Miami,D000054,215.97.143.157,M050,Online,36,Engineer,50,1,14337.97,2024-11-04 08:11:09
TX000786,AC00211,100.02,2023-01-10 21:48:00,Debit,Chicago,D000494,52.1.78.30,M023,ATM,28,Freelancer,88,1,6767.46,2024-11-04 08:09:13
TX000787,AC00297,86.57,2023-08-21 10:21:00,Debit,New York,D000401,216.151.64.40,M076,Online,29,Student,111,1,110.0,2024-11-04 08:12:12
TX000788,AC00102,1654.67,2023-08-28 07:42:00,Transfer,Seattle,D000599,218.83.2.94,M088,Online,34,Doctor,86,1,7021.29,2024-11-04 08:08:00
TX000789,AC00196,1061.4,2023-12-20 12:05:00,Credit,San Francisco,D000564,36.13.239.172,M005,Online,45,Doctor,142,1,17651.77,2024-11-04 08:08:49
TX000790,AC00342,835.53,2023-03-27 17:51:00,Payment,Los Angeles,D000598,3.200.166.167,M092,Branch,19,Freelancer,144,1,1107.79,2024-11-04 08:07:55
TX000791,AC00027,307.35,2023-09-11 12:02:00,Credit,New York,D000408,44.73.3.217,M029,Online,41,Engineer,118,1,20561.96,2024-11-04 08:10:23
TX000792,AC00339,39.84,2023-08-17 09:45:00,Debit,New York,D000076,18.72.115.111,M062,Branch,18,Student,230,1,2121.18,2024-11-04 08:08:31
TX000793,AC00468,1065.03,2023-01-11 02:56:00,Debit,New York,D000112,41.82.55.163,M007,Branch,18,Doctor,85,1,21266.48,2024-11-04 08:09:12
TX000794,AC00262,31.71,2023-03-15 10:05:00,Debit,Miami,D000638,142.148.226.178,M028,Online,21,Student,125,1,1583.16,2024-11-04 08:10:10
TX000795,AC00425,223.17,2023-06-05 16:16:00,Debit,Dallas,D000438,47.167.178.158,M044,ATM,30,Engineer,89,1,11927.2,2024-11-04 08:07:11
TX000796,AC00161,457.58,2023-08-14 07:34:00,Debit,Houston,D000585,82.88.241.226,M041,ATM,39,Freelancer,142,1,5373.26,2024-11-04 08:07:22
TX000797,AC00417,380.17,2023-01-23 10:48:00,Debit,San Francisco,D000114,162.198.218.92,M017,Branch,18,Freelancer,133,1,4860.85,2024-11-04 08:12:12
TX000798,AC00208,2899.13,2023-12-29 02:50:00,Credit,Chicago,D000471,147.125.143.41,M075,Online,36,Doctor,134,1,21232.57,2024-11-04 08:09:18
TX000799,AC00304,50.63,2023-01-30 16:49:00,Transfer,Las Vegas,D000566,92.180.81.50,M009,ATM,20,Student,162,5,2496.29,2024-11-04 08:08:26
TX000800,AC00166,280.03,2023-10-25 20:36:00,Transfer,Phoenix,D000499,35.73.67.98,M013,Online,25,Freelancer,14,1,12924.87,2024-11-04 08:06:54
TX000801,AC00279,249.03,2023-01-20 14:46:00,Transfer,New York,D000415,196.121.240.10,M005,Branch,25,Student,108,1,1670.28,2024-11-04 08:07:32
TX000802,AC00114,800.78,2023-02-21 02:34:00,Debit,Chicago,D000224,81.102.230.41,M021,Online,48,Engineer,177,1,12479.36,2024-11-04 08:11:45
TX000803,AC00411,137.23,2023-05-11 08:22:00,Debit,Miami,D000073,69.160.14.157,M051,Online,24,Student,47,1,1130.09,2024-11-04 08:07:35
TX000804,AC00380,179.6,2023-08-14 12:07:00,Transfer,New York,D000493,93.169.212.219,M059,ATM,18,Student,92,1,239.01,2024-11-04 08:10:51
TX000805,AC00272,666.59,2023-06-12 14:06:00,Credit,Chicago,D000513,15.176.70.194,M001,Branch,47,Doctor,45,1,33347.06,2024-11-04 08:11:23
TX000806,AC00202,14.88,2023-03-13 13:49:00,Debit,Houston,D000203,41.0.10.107,M094,ATM,19,Student,160,1,1184.38,2024-11-04 08:10:05
TX000807,AC00053,431.8,2023-11-01 20:09:00,Transfer,Seattle,D000449,223.32.70.156,M002,Online,30,Freelancer,17,1,7732.88,2024-11-04 08:07:20
TX000808,AC00316,428.47,2023-11-07 21:25:00,Transfer,Houston,D000682,184.59.28.72,M019,Online,24,Freelancer,143,1,12110.14,2024-11-04 08:06:29
TX000809,AC00422,358.43,2023-05-19 07:54:00,Credit,San Francisco,D000604,190.92.63.219,M016,Branch,59,Doctor,58,1,12043.93,2024-11-04 08:12:13
TX000810,AC00083,270.8,2023-11-20 07:09:00,Debit,Chicago,D000105,217.233.219.196,M060,ATM,37,Engineer,198,1,11434.24,2024-11-04 08:11:35
TX000811,AC00125,28.37,2023-03-15 10:18:00,Transfer,San Francisco,D000041,35.67.21.23,M035,Branch,33,Unemployed,19,1,525.68,2024-11-04 08:07:06
TX000812,AC00227,210.97,2023-12-08 11:22:00,Credit,Miami,D000185,76.0.164.168,M063,Online,80,Retired,108,1,4845.44,2024-11-04 08:09:07
TX000813,AC00292,508.22,2023-12-25 14:30:00,Transfer,Dallas,D000626,34.86.220.205,M077,Online,25,Engineer,276,2,5467.37,2024-11-04 08:08:21
TX000814,AC00319,431.81,2023-12-07 17:32:00,Transfer,Chicago,D000641,82.115.199.37,M045,ATM,30,Freelancer,63,2,11509.79,2024-11-04 08:08:27
TX000815,AC00431,197.3,2023-05-01 07:01:00,Transfer,Miami,D000060,119.163.214.161,M083,Branch,73,Retired,16,1,13683.89,2024-11-04 08:07:58
TX000816,AC00365,328.41,2023-02-20 18:27:00,Credit,Miami,D000374,11.167.243.171,M096,Online,41,Doctor,29,1,17977.53,2024-11-04 08:07:24
TX000817,AC00050,227.48,2023-02-08 15:57:00,Debit,Chicago,D000099,186.135.2.148,M061,Branch,23,Student,28,1,869.83,2024-11-04 08:07:26
TX000818,AC00129,407.77,2023-08-15 23:31:00,Transfer,New York,D000515,187.199.178.27,M014,ATM,48,Doctor,86,1,31981.77,2024-11-04 08:12:18
TX000819,AC00366,469.0,2023-06-19 15:32:00,Transfer,New York,D000362,214.125.131.88,M088,Online,36,Engineer,143,1,13759.63,2024-11-04 08:06:34
TX000820,AC00452,858.52,2023-07-25 16:08:00,Transfer,New York,D000647,113.137.153.101,M039,Online,36,Engineer,148,1,4393.26,2024-11-04 08:07:18
TX000821,AC00339,8424.55,2023-10-31 08:28:00,Debit,Dallas,D000133,107.248.120.12,M064,Online,78,Retired,285,1,12308.07,2024-11-04 08:10:03
TX000822,AC00389,711.42,2023-05-22 17:14:00,Debit,Los Angeles,D000081,56.89.80.133,M096,ATM,36,Engineer,149,1,11573.79,2024-11-04 08:07:43
TX000823,AC00188,31.42,2023-08-11 06:17:00,Payment,Los Angeles,D000071,112.222.0.29,M006,Online,18,Engineer,136,1,12445.25,2024-11-04 08:10:11
TX000824,AC00039,149.96,2023-10-19 15:17:00,Transfer,Phoenix,D000214,166.41.54.117,M019,Online,35,Doctor,119,1,7013.95,2024-11-04 08:09:48
TX000825,AC00319,137.03,2023-08-01 05:53:00,Payment,Los Angeles,D000651,5.50.152.168,M037,Branch,46,Doctor,58,1,380.37,2024-11-04 08:07:51
TX000826,AC00077,382.16,2023-12-15 07:06:00,Transfer,Houston,D000369,19.20.13.234,M038,Online,29,Freelancer,241,1,3616.34,2024-11-04 08:08:29
TX000827,AC00131,63.73,2023-04-07 07:13:00,Credit,New York,D000593,44.73.3.217,M002,Online,31,Engineer,76,1,12246.49,2024-11-04 08:09:46
TX000828,AC00180,593.67,2023-10-10 05:28:00,Transfer,Seattle,D000240,49.31.186.82,M070,Online,24,Engineer,247,5,5507.96,2024-11-04 08:06:40
TX000829,AC00249,237.1,2023-12-18 10:49:00,Payment,Dallas,D000005,193.221.15.59,M073,Online,23,Student,49,1,1797.24,2024-11-04 08:07:55
TX000830,AC00454,192.33,2023-09-22 23:51:00,Credit,Dallas,D000640,18.72.115.111,M051,ATM,37,Doctor,79,2,22284.57,2024-11-04 08:11:28
TX000831,AC00076,400.7,2023-07-05 10:18:00,Transfer,Chicago,D000642,101.120.142.50,M043,Online,24,Engineer,30,1,8454.87,2024-11-04 08:08:07
TX000832,AC00386,584.67,2023-04-24 17:04:00,Debit,Phoenix,D000539,219.98.242.240,M089,ATM,62,Doctor,163,2,26345.79,2024-11-04 08:07:44
TX000833,AC00444,283.45,2023-12-01 07:40:00,Credit,New York,D000075,21.190.11.223,M019,ATM,36,Engineer,46,1,15443.68,2024-11-04 08:11:00
TX000834,AC00307,724.69,2023-11-07 12:49:00,Transfer,New York,D000228,201.95.180.152,M051,Online,31,Engineer,68,1,12364.29,2024-11-04 08:10:47
TX000835,AC00397,927.51,2023-04-20 08:44:00,Debit,New York,D000531,16.128.130.153,M042,Online,39,Doctor,176,5,1119.82,2024-11-04 08:12:09
TX000836,AC00078,1042.71,2023-11-30 08:04:00,Debit,Miami,D000660,205.45.234.42,M022,Online,40,Doctor,165,5,15441.59,2024-11-04 08:08:04
TX000837,AC00348,593.26,2023-08-10 06:55:00,Debit,Houston,D000643,24.129.74.189,M031,Online,41,Freelancer,214,1,7004.64,2024-11-04 08:10:46
TX000838,AC00169,765.91,2023-05-10 12:53:00,Debit,Houston,D000059,105.87.212.115,M093,ATM,50,Doctor,245,1,9856.51,2024-11-04 08:11:52
TX000839,AC00007,59.85,2023-07-24 06:51:00,Debit,New York,D000561,184.57.159.204,M028,ATM,21,Student,152,1,1163.12,2024-11-04 08:08:51
TX000840,AC00009,56.52,2023-05-04 20:14:00,Credit,Chicago,D000270,204.120.80.105,M001,Online,21,Student,174,1,1983.93,2024-11-04 08:09:43
TX000841,AC00065,476.24,2023-10-25 12:25:00,Payment,Las Vegas,D000554,184.185.209.72,M086,Online,32,Engineer,139,1,8487.63,2024-11-04 08:10:37
